path,bce,dice,total
../data/train/6904890622746607927,0.0005,0.0997,0.1003
../data/train/5364686371090350930,0.0004,0.0997,0.1
../data/train/3684082186614418731,0.0001,0.0997,0.0998
../data/train/4987706127073067867,0.0001,0.0997,0.0998
../data/train/3310766094815634841,0.0001,0.0997,0.0998
../data/train/7117669458021077535,0.0003,0.0997,0.1
../data/train/2744060878077439483,0.0002,0.0997,0.0999
../data/train/1595724639838161756,0.0002,0.0997,0.0999
../data/train/6074379860432239148,0.0001,0.0997,0.0999
../data/train/5384480765826708288,0.0001,0.0997,0.0998
../data/train/1942318928864850476,0.0002,0.0997,0.0999
../data/train/7440809006512532191,0.0004,0.0997,0.1001
../data/train/1894628846833478982,0.0001,0.0997,0.0998
../data/train/7861808846637465869,0.0002,0.0997,0.0999
../data/validation/3402486642513018019,0.0009,0.0997,0.1006
../data/train/5408238377765150595,0.0001,0.0997,0.0999
../data/train/8652899821968677687,0.0003,0.0997,0.0999
../data/train/2139614689284547998,0.0001,0.0997,0.0998
../data/train/7850829808270975745,0.0015,0.0997,0.1013
../data/train/3682870370765876726,0.0004,0.0997,0.1001
../data/train/3049943756538155945,0.0002,0.0997,0.0999
../data/train/3504140706133999771,0.0005,0.0997,0.1001
../data/train/8963301084167239843,0.0001,0.0997,0.0998
../data/validation/5785531800850165419,0.0004,0.0997,0.1001
../data/validation/3151829093979391915,0.0001,0.0997,0.0999
../data/train/860073009057924244,0.0001,0.0997,0.0997
../data/train/5308841728109952392,0.0002,0.0997,0.0999
../data/train/80160973664520524,0.0001,0.0997,0.0998
../data/validation/1366227125882899819,0.0001,0.0997,0.0998
../data/train/6145861444368490348,0.0001,0.0997,0.0998
../data/train/113033259589307043,0.0011,0.0997,0.1008
../data/validation/1257586926715459513,0.0001,0.0997,0.0999
../data/train/2293686510406941692,0.0003,0.0997,0.1
../data/train/1526824542485303371,0.0001,0.0997,0.0999
../data/train/7366316388823926053,0.0006,0.0997,0.1004
../data/train/8436861119962233065,0.0002,0.0997,0.0998
../data/train/3448537709986281820,0.0001,0.0997,0.0999
../data/train/4570442919645119567,0.0001,0.0997,0.0998
../data/train/7953664221528484879,0.0002,0.0997,0.0999
../data/train/3004761908858499980,0.0001,0.0997,0.0998
../data/train/3828010112033031175,0.0004,0.0997,0.1002
../data/train/7043106065713062090,0.0001,0.0997,0.0998
../data/train/7953291580606851085,0.0003,0.0997,0.1
../data/validation/6671110932593670016,0.0001,0.0997,0.0998
../data/train/7641367530712073763,0.0001,0.0997,0.0999
../data/train/8600170205711720843,0.0003,0.0997,0.1
../data/validation/1781443737340689011,0.0001,0.0997,0.0998
../data/train/2454959431683346496,0.0002,0.0997,0.0999
../data/validation/1617464378425874410,0.0001,0.0997,0.0998
../data/train/2023028626469218776,0.0001,0.0997,0.0999
../data/train/1501233464454761298,0.0002,0.0997,0.1
../data/train/5171813977945812335,0.0007,0.0997,0.1004
../data/train/412910153392218949,0.0002,0.0997,0.0999
../data/train/612163729958067034,0.0001,0.0997,0.0998
../data/train/5801227362993014740,0.0004,0.0997,0.1002
../data/train/1479943617262321838,0.0001,0.0997,0.0999
../data/validation/673550981339317710,0.0002,0.0997,0.0999
../data/train/1156770623986100221,0.0005,0.0997,0.1003
../data/train/2789185662656134967,0.0004,0.0997,0.1
../data/train/6604321298779403946,0.0002,0.0997,0.0999
../data/train/7005544134969665149,0.0002,0.0997,0.0999
../data/train/5841303487939504641,0.0003,0.0997,0.1
../data/train/5041290446168277341,0.0001,0.0997,0.0998
../data/train/5252618194171144284,0.0007,0.0997,0.1004
../data/train/6964124835111384846,0.0006,0.0997,0.1003
../data/train/8475802816987819382,0.0007,0.0997,0.1003
../data/train/5072424789853271822,0.0003,0.0997,0.1001
../data/train/4464978053772867257,0.0002,0.0997,0.0999
../data/train/4464319510843359227,0.0001,0.0997,0.0998
../data/train/2636290671390693190,0.0001,0.0997,0.0999
../data/train/4615882033431237993,0.0001,0.0997,0.0998
../data/train/575093164664886221,0.0006,0.0997,0.1003
../data/train/1899541668200313288,0.0003,0.0997,0.1
../data/validation/2834210400403323413,0.0002,0.0997,0.0998
../data/train/6921549967586786882,0.0012,0.0997,0.101
../data/train/3497145280483759828,0.0006,0.0997,0.1003
../data/train/5868125722098340995,0.0002,0.0997,0.0999
../data/train/6668451589826580937,0.0005,0.0997,0.1002
../data/train/7093569970238788178,0.0002,0.0997,0.0999
../data/train/3433036924174737571,0.0002,0.0997,0.0999
../data/train/799205614733250863,0.0003,0.0997,0.1001
../data/train/8582295246822942727,0.0002,0.0997,0.0999
../data/train/8835802229362713032,0.0002,0.0997,0.0999
../data/train/145836967210664577,0.0001,0.0997,0.0998
../data/train/200640979647438158,0.0001,0.0997,0.0999
../data/validation/6507887788156437313,0.0001,0.0997,0.0998
../data/train/5775122694752043546,0.0004,0.0997,0.1001
../data/train/5116252737482545973,0.0002,0.0997,0.1
../data/train/2601541075359438332,0.0001,0.0997,0.0998
../data/train/2326481303116135042,0.0001,0.0997,0.0998
../data/train/858547167684146520,0.0007,0.0997,0.1004
../data/train/4483980061312485181,0.0011,0.0997,0.1008
../data/validation/644878806773225118,0.0001,0.0997,0.0999
../data/train/5278702659879218270,0.0001,0.0997,0.0998
../data/train/375209293003146592,0.0005,0.0997,0.1003
../data/train/2120205788003491084,0.0001,0.0997,0.0998
../data/train/6645503657813338080,0.0001,0.0997,0.0999
../data/train/3298319812548209659,0.0005,0.0997,0.1003
../data/train/4105914551841478799,0.0009,0.0997,0.1007
../data/train/6546250197054132174,0.0018,0.0997,0.1015
../data/train/4545102058258472354,0.0002,0.0997,0.0999
../data/train/8404663696233966042,0.0004,0.0997,0.1
../data/train/7244562647883481421,0.0003,0.0997,0.1
../data/train/72647772538650340,0.0001,0.0997,0.0998
../data/train/9071902157570330161,0.0022,0.0997,0.1019
../data/train/490673340842504538,0.0004,0.0997,0.1001
../data/train/2657333684746588727,0.0009,0.0997,0.1006
../data/validation/9053082512905324017,0.0001,0.0997,0.0999
../data/train/8089712459079632437,0.0003,0.0997,0.1
../data/train/7779816894663670937,0.0001,0.0997,0.0998
../data/train/9064056015997919442,0.0002,0.0997,0.0999
../data/train/9060137937852088834,0.0001,0.0997,0.0999
../data/train/7244613788615134253,0.0006,0.0997,0.1003
../data/train/8503740634105866079,0.0004,0.0997,0.1001
../data/validation/4089325697744942718,0.0001,0.0997,0.0997
../data/train/9058218915953445451,0.0002,0.0997,0.0999
../data/train/7541657058381254599,0.0006,0.0997,0.1003
../data/train/3975360695796369064,0.0002,0.0997,0.0999
../data/train/6282314372738983128,0.0002,0.0997,0.0999
../data/train/2175739284570639142,0.0005,0.0997,0.1002
../data/train/9154992161991161167,0.0002,0.0997,0.0999
../data/train/7518306418178016426,0.0001,0.0997,0.0998
../data/train/4718748261143444970,0.0001,0.0997,0.0998
../data/train/876352510453462981,0.001,0.0997,0.1007
../data/train/4882026603194932752,0.0001,0.0997,0.0998
../data/train/902918045283761348,0.0001,0.0997,0.0998
../data/train/7480313189562802158,0.0002,0.0997,0.0999
../data/train/3628216669710143881,0.0001,0.0997,0.0998
../data/train/1705859551104717589,0.0001,0.0997,0.0998
../data/train/1653986589307358367,0.0002,0.0997,0.1
../data/validation/892643789239510012,0.0001,0.0997,0.0998
../data/train/8511468397243432672,0.0002,0.0997,0.0999
../data/train/2917071417429137383,0.0003,0.0997,0.1001
../data/validation/8830825432791264016,0.0002,0.0997,0.0999
../data/train/4864454202580687780,0.0001,0.0997,0.0998
../data/train/7200636679166337525,0.0003,0.0997,0.1
../data/train/1662106199888069649,0.0001,0.0997,0.0998
../data/train/6716852371756514947,0.0002,0.0997,0.1
../data/train/3895600096178780167,0.0001,0.0997,0.0999
../data/train/1297459401610290155,0.0014,0.0997,0.1011
../data/train/8680237452812866033,0.0003,0.0997,0.1001
../data/train/5951395569454028765,0.0001,0.0997,0.0999
../data/train/2408308066181310273,0.0002,0.0997,0.0999
../data/train/7184018470867566744,0.0005,0.0997,0.1002
../data/train/198083684743630769,0.0002,0.0997,0.0998
../data/train/8513202321573282332,0.0006,0.0997,0.1003
../data/train/8727240650704223093,0.0008,0.0997,0.1005
../data/train/322183095601570979,0.0002,0.0997,0.1
../data/train/2534246412517863995,0.0001,0.0997,0.0998
../data/train/8351157276624290786,0.0002,0.0997,0.0999
../data/train/2157670232469759149,0.0002,0.0997,0.0999
../data/train/18731883005306430,0.0005,0.0997,0.1002
../data/train/5595955646110591237,0.0001,0.0997,0.0998
../data/train/678998549296735044,0.0002,0.0997,0.0999
../data/train/4212840758857700250,0.0004,0.0997,0.1001
../data/train/6270931785870586383,0.0001,0.0997,0.0998
../data/train/8336806488181142340,0.0001,0.0997,0.0999
../data/train/4031097137710481047,0.0001,0.0997,0.0998
../data/train/8522615017445679424,0.0001,0.0997,0.0998
../data/train/5448428865223510331,0.0002,0.0997,0.0999
../data/train/4214752072968061856,0.0002,0.0997,0.0999
../data/train/3395530361561866296,0.0001,0.0997,0.0998
../data/train/7581559249844776248,0.0007,0.0997,0.1003
../data/train/6224400425537147943,0.0001,0.0997,0.0998
../data/train/9171379820888791933,0.0004,0.0997,0.1001
../data/train/6473177792199363364,0.0001,0.0997,0.0998
../data/train/288005196115564627,0.0003,0.0997,0.0999
../data/validation/8308090556144552016,0.0004,0.0997,0.1001
../data/train/7276560987074568937,0.0002,0.0997,0.0999
../data/train/3236089041867607992,0.0003,0.0997,0.1001
../data/train/7456550801727090290,0.0004,0.0997,0.1001
../data/train/6699656221142838773,0.0001,0.0997,0.0998
../data/train/8766746156465708669,0.0002,0.0997,0.0999
../data/train/5675728443031639442,0.0002,0.0997,0.0999
../data/train/4786063641610878176,0.0001,0.0997,0.0998
../data/train/8669746685336294841,0.0004,0.0997,0.1
../data/train/1833100318849842676,0.0001,0.0997,0.0998
../data/train/776616145334578043,0.0004,0.0997,0.1001
../data/train/7538777397599029196,0.0002,0.0997,0.0999
../data/validation/8298421692501948111,0.0001,0.0997,0.0999
../data/train/683876913024839535,0.0004,0.0997,0.1001
../data/train/2185665876375392895,0.0002,0.0998,0.1
../data/train/2925912005977035658,0.0004,0.0998,0.1003
../data/train/6273284678602685223,0.0004,0.0998,0.1003
../data/validation/1611492726248516415,0.0029,0.0998,0.1028
../data/train/3164208608914131179,0.0002,0.0998,0.1
../data/train/3567276810087715871,0.0003,0.0998,0.1001
../data/train/3485104777689182060,0.0002,0.0998,0.1
../data/train/4267187363169305197,0.0002,0.0998,0.1
../data/train/6371007417581607073,0.0004,0.0998,0.1002
../data/train/4316159927381441070,0.0005,0.0998,0.1003
../data/validation/1739106639838015712,0.0001,0.0998,0.0999
../data/train/7631127750417499742,0.0024,0.0998,0.1023
../data/validation/1699989566197474815,0.0002,0.0998,0.1001
../data/train/5632303571390031689,0.0002,0.0998,0.1
../data/train/1537953638512914689,0.0002,0.0998,0.1
../data/validation/8901565707298847012,0.0002,0.0998,0.1
../data/train/6250738117600036963,0.0011,0.0998,0.1008
../data/train/7975960644097889579,0.0002,0.0998,0.1
../data/train/4485223731831029068,0.0001,0.0998,0.0999
../data/train/3589036806910042932,0.0004,0.0998,0.1002
../data/train/200569226431424446,0.0002,0.0998,0.1
../data/train/3791808862428845136,0.0002,0.0998,0.1
../data/train/5769622598080838859,0.0002,0.0998,0.1001
../data/train/6774469049629561842,0.0009,0.0998,0.1008
../data/train/560912788623369676,0.0002,0.0998,0.1
../data/train/6641758149279996538,0.0002,0.0998,0.1
../data/train/3794002360265549780,0.0002,0.0998,0.1
../data/train/253429811368478295,0.0004,0.0998,0.1002
../data/validation/1491989830251940617,0.0003,0.0998,0.1002
../data/train/754524603970028463,0.0004,0.0998,0.1002
../data/train/906164631121748573,0.0003,0.0998,0.1001
../data/train/2929788236270615938,0.0002,0.0998,0.1
../data/train/5219128146508058990,0.0002,0.0998,0.1
../data/train/2607574906332338445,0.0002,0.0998,0.1
../data/train/1678185591030898783,0.0015,0.0998,0.1013
../data/train/8885637607748421966,0.0003,0.0998,0.1
../data/train/6748426710654459643,0.0004,0.0998,0.1003
../data/train/4130188662038274161,0.0008,0.0998,0.1006
../data/train/5594951198949235824,0.0003,0.0998,0.1
../data/train/1514826441978425651,0.0001,0.0998,0.0999
../data/train/4281530218709087779,0.0009,0.0998,0.1006
../data/train/7003896494306390568,0.0002,0.0998,0.0999
../data/train/8875509368616637274,0.0004,0.0998,0.1002
../data/train/292458362952987933,0.0001,0.0998,0.0999
../data/train/1274196592876875877,0.0003,0.0998,0.1001
../data/train/2924939226352256144,0.0002,0.0998,0.0999
../data/train/6630380020884243395,0.0003,0.0998,0.1001
../data/train/5224623775189748045,0.0002,0.0998,0.1
../data/train/7357607502694849224,0.0003,0.0998,0.1001
../data/train/4247790255803627929,0.0008,0.0998,0.1006
../data/train/2812016341597220873,0.0004,0.0998,0.1002
../data/train/8141711076250610439,0.0002,0.0998,0.1001
../data/train/6754001639975964226,0.0002,0.0998,0.1001
../data/train/6288617191477683426,0.0002,0.0998,0.1
../data/train/2932492810492403094,0.0002,0.0998,0.1
../data/validation/6976055405356323111,0.0005,0.0998,0.1003
../data/train/4535240882324019399,0.0012,0.0998,0.101
../data/train/7009832068950160739,0.0005,0.0998,0.1003
../data/train/4264801348529526782,0.0003,0.0998,0.1
../data/train/3790660673967426788,0.0002,0.0998,0.1001
../data/train/5191508718123018193,0.0003,0.0998,0.1001
../data/validation/119171026720439419,0.0005,0.0998,0.1003
../data/train/907077754309636367,0.0004,0.0998,0.1002
../data/validation/1193060402129651918,0.0003,0.0998,0.1001
../data/train/357823368609679022,0.0002,0.0998,0.1
../data/train/3523649418225697555,0.0002,0.0998,0.1
../data/train/1104952104993795058,0.0003,0.0998,0.1001
../data/train/1115836739686488031,0.0002,0.0998,0.1
../data/train/8034876975015867668,0.0003,0.0998,0.1001
../data/train/3514735989434271340,0.0003,0.0998,0.1001
../data/train/6886115421105678731,0.0005,0.0998,0.1003
../data/train/760148824381399294,0.0001,0.0998,0.0999
../data/train/5723719552902800675,0.0002,0.0998,0.1
../data/train/6184650789727428165,0.0002,0.0998,0.1
../data/train/2502961914222227698,0.0001,0.0998,0.0999
../data/train/3652953522823734738,0.0005,0.0998,0.1003
../data/validation/8514548248938939815,0.0007,0.0998,0.1004
../data/validation/8539848197097786214,0.0003,0.0998,0.1001
../data/validation/8447157249439884915,0.0004,0.0998,0.1003
../data/train/5482934457509213844,0.0002,0.0998,0.1
../data/train/2858582759856332064,0.0006,0.0998,0.1004
../data/validation/793372138355155018,0.0004,0.0998,0.1001
../data/train/760273394833735180,0.0004,0.0998,0.1002
../data/train/5367489516397293128,0.0002,0.0998,0.1001
../data/train/8194883959264087034,0.0012,0.0998,0.101
../data/train/8024948277808319362,0.0002,0.0998,0.1
../data/train/7435250529967627147,0.0003,0.0998,0.1001
../data/train/5364792373889282521,0.0005,0.0998,0.1004
../data/train/4354931535694850247,0.0005,0.0998,0.1003
../data/train/5731576446723178579,0.0005,0.0998,0.1003
../data/train/8087440664261277380,0.0003,0.0998,0.1001
../data/train/1578034660562008538,0.0003,0.0998,0.1001
../data/train/1588832782326340674,0.0003,0.0998,0.1
../data/train/224943559069570954,0.0002,0.0998,0.1
../data/train/6866300780424584270,0.0006,0.0998,0.1005
../data/train/9193290341278954179,0.0002,0.0998,0.1
../data/train/3667885022948316286,0.0002,0.0998,0.1
../data/train/2145820451778145297,0.0005,0.0998,0.1003
../data/train/1610629629186762269,0.0003,0.0998,0.1
../data/train/5445282294053791873,0.0002,0.0998,0.1
../data/train/6872345074289314153,0.0002,0.0998,0.0999
../data/train/106452681966739551,0.0016,0.0998,0.1014
../data/train/6199415765605162825,0.0002,0.0998,0.1
../data/train/6322153435066638287,0.0007,0.0998,0.1006
../data/train/1591997765339285948,0.0004,0.0998,0.1002
../data/train/4387434729997661576,0.0002,0.0998,0.1
../data/validation/8147209825974232614,0.0004,0.0998,0.1002
../data/train/199070202529777195,0.0005,0.0998,0.1003
../data/train/8202382593352193576,0.0002,0.0998,0.1
../data/train/317398643997546687,0.0003,0.0998,0.1
../data/train/3658062677023752289,0.0002,0.0998,0.1001
../data/train/2866574165284436296,0.0002,0.0998,0.1
../data/train/1953372072264201260,0.0001,0.0998,0.0999
../data/train/2139638137028818581,0.0009,0.0998,0.1007
../data/train/546331362374078796,0.0006,0.0998,0.1003
../data/train/3692917475483728023,0.0005,0.0998,0.1003
../data/validation/8279736981227267013,0.0004,0.0998,0.1002
../data/train/8534471772760659284,0.0002,0.0998,0.1001
../data/train/41799384650010353,0.0002,0.0998,0.1
../data/train/7605373962163542636,0.0001,0.0998,0.0999
../data/train/1644836686495849956,0.0005,0.0998,0.1003
../data/train/5643302910217146335,0.0004,0.0998,0.1003
../data/train/3730909114222507468,0.0002,0.0998,0.1
../data/train/5532822426837495880,0.0006,0.0998,0.1004
../data/train/4228185738976067424,0.0004,0.0998,0.1002
../data/train/3551060559702093392,0.0006,0.0998,0.1004
../data/train/8507054814437735788,0.0003,0.0998,0.1001
../data/train/2478945733882392447,0.0008,0.0998,0.1006
../data/train/170888959230435248,0.0006,0.0998,0.1005
../data/train/374029324925858720,0.0027,0.0998,0.1025
../data/train/8240959380979172921,0.0003,0.0998,0.1001
../data/train/6937054247650093460,0.0003,0.0998,0.1001
../data/train/2945664212656169491,0.0003,0.0998,0.1001
../data/train/3745047532871013778,0.0002,0.0998,0.1
../data/train/1649264929313642040,0.0007,0.0998,0.1004
../data/train/5545449984665090730,0.0002,0.0998,0.0999
../data/train/2944618133567015259,0.0002,0.0998,0.1
../data/train/1113737694715621671,0.0002,0.0998,0.1001
../data/train/3186818098887173646,0.0016,0.0998,0.1014
../data/train/986282728033174643,0.0004,0.0998,0.1002
../data/train/8510435647641732851,0.0005,0.0998,0.1003
../data/train/6948625249313480727,0.0002,0.0998,0.1
../data/train/6943780848988404673,0.0012,0.0998,0.101
../data/train/7433001796206959942,0.0003,0.0998,0.1001
../data/train/966546734535217488,0.0002,0.0998,0.1001
../data/train/6664960920768382746,0.0002,0.0998,0.1
../data/validation/8628929947925832710,0.0002,0.0998,0.1
../data/train/4349429294157914921,0.0006,0.0998,0.1004
../data/train/1092089321701810648,0.0003,0.0998,0.1001
../data/train/9142253991067304231,0.0003,0.0998,0.1001
../data/validation/865686840153077612,0.0005,0.0998,0.1003
../data/train/3268951754128353531,0.0002,0.0998,0.1
../data/train/947972209228300196,0.0002,0.0998,0.1
../data/train/5354490227501611678,0.0002,0.0998,0.1
../data/train/8997100049824280774,0.0002,0.0998,0.1
../data/train/8016611528228444952,0.0002,0.0998,0.1001
../data/train/2198251734541617388,0.0002,0.0998,0.1
../data/validation/8663371388286520512,0.0005,0.0998,0.1003
../data/train/2849378954909430425,0.0001,0.0998,0.0999
../data/train/5347235455210950346,0.0002,0.0998,0.1
../data/train/7609111911838229871,0.0016,0.0998,0.1015
../data/train/3499425906831474045,0.0003,0.0998,0.1002
../data/train/5516514292373980383,0.0002,0.0998,0.0999
../data/train/8008238754693113760,0.0024,0.0998,0.1021
../data/train/2899327888688982939,0.0003,0.0998,0.1002
../data/validation/8737665552621745418,0.0003,0.0998,0.1001
../data/train/680175935719056961,0.0004,0.0998,0.1002
../data/train/8926256458251546660,0.0004,0.0998,0.1002
../data/train/4445274442855816581,0.0002,0.0998,0.1
../data/train/1595966746292636651,0.0003,0.0998,0.1002
../data/train/3987753233391088340,0.0001,0.0998,0.0999
../data/train/815163950405357438,0.0005,0.0998,0.1003
../data/train/8309034946918698399,0.0005,0.0998,0.1003
../data/train/2736017257383158088,0.0002,0.0998,0.0999
../data/train/7803451186164700567,0.0002,0.0998,0.0999
../data/train/8643123097894653968,0.0002,0.0998,0.0999
../data/validation/4313250102461908219,0.0003,0.0998,0.1001
../data/train/7080156785002924953,0.0002,0.0998,0.1001
../data/train/640203643137544075,0.0006,0.0998,0.1004
../data/train/8351321489276498138,0.0002,0.0998,0.1001
../data/train/6443484134331421026,0.0004,0.0998,0.1001
../data/train/4020029628967314840,0.0001,0.0998,0.0999
../data/train/4728851539442005572,0.0003,0.0998,0.1001
../data/train/6089523548483347984,0.0007,0.0998,0.1005
../data/train/6561672889500008225,0.0002,0.0998,0.0999
../data/validation/283421430792969517,0.0019,0.0998,0.1017
../data/train/1842218408208314124,0.0003,0.0998,0.1002
../data/train/1326522687175922664,0.0002,0.0998,0.1
../data/train/132733945281263175,0.0002,0.0998,0.0999
../data/train/3932905402383045381,0.0001,0.0998,0.0999
../data/train/7304537643801407423,0.0002,0.0998,0.1
../data/validation/2840921044002648411,0.0004,0.0998,0.1003
../data/train/2711084649670804975,0.0003,0.0998,0.1
../data/validation/2605825924059908416,0.0003,0.0998,0.1001
../data/train/8831666985970417725,0.0002,0.0998,0.1
../data/train/4748530420279527196,0.0002,0.0998,0.1001
../data/validation/5353389244036701313,0.0001,0.0998,0.0999
../data/train/3955699628545696851,0.0001,0.0998,0.0999
../data/train/4870409164943843540,0.0002,0.0998,0.1
../data/train/488000056604498373,0.0003,0.0998,0.1001
../data/train/4101711508832826086,0.0007,0.0998,0.1005
../data/train/649379489830136491,0.0007,0.0998,0.1005
../data/train/7323137700625988667,0.0003,0.0998,0.1001
../data/train/5111353130150886775,0.0002,0.0998,0.1
../data/train/2063345144480138369,0.0002,0.0998,0.1
../data/train/145554161863632997,0.0002,0.0998,0.1001
../data/train/278348587418134145,0.0003,0.0998,0.1
../data/train/408647552826817870,0.0006,0.0998,0.1004
../data/train/2100922809706721136,0.0004,0.0998,0.1002
../data/train/6578046980666001384,0.0002,0.0998,0.1
../data/train/5107287605163387043,0.0002,0.0998,0.1
../data/train/705494264202296084,0.0002,0.0998,0.1
../data/train/5104585899462835876,0.0003,0.0998,0.1001
../data/train/3082527289852039927,0.0002,0.0998,0.1
../data/train/5955012978412351680,0.0002,0.0998,0.1001
../data/train/5099931013926731494,0.0003,0.0998,0.1002
../data/train/7884519695361953389,0.0002,0.0998,0.1001
../data/train/6452484941584127339,0.0007,0.0998,0.1004
../data/validation/6366105550917133418,0.0002,0.0998,0.1001
../data/train/7893101638593479970,0.0004,0.0998,0.1002
../data/train/41018993672621438,0.0013,0.0998,0.1011
../data/train/4026885898473509896,0.0001,0.0998,0.0999
../data/validation/2941249136898979413,0.0002,0.0998,0.1
../data/validation/559329238677349618,0.0017,0.0998,0.1015
../data/train/8656707129988451421,0.0002,0.0998,0.1
../data/train/8800746110200824822,0.0004,0.0998,0.1001
../data/validation/5617417048591463617,0.0002,0.0998,0.1
../data/train/8325566504491238446,0.0015,0.0998,0.1013
../data/train/3121971276396344749,0.0004,0.0998,0.1001
../data/validation/5621668417975069714,0.0002,0.0998,0.1
../data/train/8668075508905454989,0.0005,0.0998,0.1004
../data/validation/5878497399913341416,0.0003,0.0998,0.1001
../data/train/5888190205775387825,0.0001,0.0998,0.0999
../data/train/5925000451744510773,0.0003,0.0998,0.1001
../data/train/7851468859757170956,0.0002,0.0998,0.1
../data/train/4684601275933881758,0.0042,0.0998,0.104
../data/train/8415858055168123298,0.0009,0.0998,0.1006
../data/train/3890845854066573999,0.0002,0.0998,0.1
../data/train/5909023412319047597,0.0004,0.0998,0.1002
../data/train/4699427209516646365,0.0011,0.0998,0.1009
../data/train/2354928895925747882,0.0004,0.0998,0.1002
../data/validation/5683124038208117816,0.0002,0.0998,0.1001
../data/train/6536962563800073656,0.0002,0.0998,0.1
../data/train/5914454786058510544,0.0003,0.0998,0.1001
../data/validation/3326467501285444015,0.001,0.0998,0.1009
../data/train/1228353452546513723,0.0003,0.0998,0.1001
../data/train/2432427448902354258,0.0003,0.0998,0.1001
../data/train/4942812523598347346,0.0004,0.0998,0.1002
../data/train/769117238658188076,0.0002,0.0998,0.1001
../data/validation/4124855405898419417,0.0002,0.0998,0.1001
../data/train/8319140892120245848,0.0004,0.0998,0.1002
../data/train/7692546864730165055,0.0002,0.0998,0.1
../data/validation/3070003110336189315,0.0004,0.0998,0.1002
../data/validation/6083891661219530814,0.0007,0.0998,0.1005
../data/train/4065902715744249190,0.0002,0.0998,0.1
../data/train/7862003675173980923,0.001,0.0998,0.1008
../data/train/8319157467045790594,0.001,0.0998,0.1008
../data/train/1409225075725800930,0.0002,0.0998,0.1001
../data/validation/2910252631238530115,0.0002,0.0998,0.1
../data/train/867158474245090986,0.0002,0.0998,0.0999
../data/validation/6049251013090487014,0.0002,0.0998,0.1001
../data/train/8813810217936458460,0.0004,0.0998,0.1001
../data/train/5024123704342197939,0.0003,0.0998,0.1001
../data/train/5876463946890413882,0.0002,0.0998,0.1001
../data/train/7698770950698474470,0.0003,0.0998,0.1001
../data/validation/3991233152983841817,0.0002,0.0998,0.1
../data/train/4712660548943688292,0.0005,0.0998,0.1004
../data/train/2033334558492495545,0.0001,0.0998,0.0999
../data/validation/5550889968112014812,0.0005,0.0998,0.1004
../data/validation/3241629256366319114,0.0007,0.0998,0.1004
../data/train/1817184720523367852,0.0008,0.0998,0.1006
../data/validation/5292576406720917816,0.0002,0.0998,0.1
../data/train/4610659492271355396,0.0005,0.0998,0.1003
../data/train/7761492296502575141,0.0002,0.0998,0.1
../data/train/2446200988518695476,0.0001,0.0998,0.0999
../data/train/5134978896186288330,0.0002,0.0998,0.1
../data/train/1292768973970221654,0.0005,0.0998,0.1003
../data/train/2056894747748410535,0.0002,0.0998,0.1
../data/train/7328757566102744874,0.0002,0.0998,0.1
../data/train/2678488283318426951,0.0005,0.0998,0.1003
../data/validation/2175560254054684210,0.0002,0.0998,0.0999
../data/validation/2159488910740367713,0.0002,0.0998,0.1
../data/train/380022979751870254,0.0006,0.0998,0.1004
../data/train/3967637228234238292,0.0001,0.0998,0.0999
../data/train/1490059920504718587,0.0004,0.0998,0.1003
../data/train/5140709020711830139,0.0002,0.0998,0.1
../data/train/1490005517674935973,0.0002,0.0998,0.0999
../data/train/8626578881190980154,0.001,0.0998,0.1009
../data/train/5830553521674667378,0.0002,0.0998,0.1
../data/train/7243825988973596697,0.0003,0.0998,0.1001
../data/train/5165586234178944728,0.0002,0.0998,0.1001
../data/train/7759316623350375472,0.0011,0.0998,0.1009
../data/validation/4759140571195452514,0.0002,0.0998,0.1
../data/train/1861725054056765632,0.0003,0.0998,0.1001
../data/train/1910460038112202244,0.0038,0.0998,0.1036
../data/train/3352500021206633940,0.0004,0.0998,0.1002
../data/train/5964192050151583837,0.0002,0.0998,0.1
../data/train/7913604493799797646,0.0002,0.0998,0.1
../data/train/7336743113899910165,0.0002,0.0998,0.1
../data/train/6119187808033242634,0.0002,0.0998,0.1
../data/train/6583882432688131140,0.0002,0.0998,0.1
../data/train/5134650377733484666,0.0003,0.0998,0.1001
../data/train/149286511267173470,0.0003,0.0998,0.1001
../data/validation/2077631575032323515,0.0003,0.0998,0.1001
../data/train/8392022600286824659,0.0008,0.0998,0.1006
../data/train/5122215884465460932,0.0004,0.0998,0.1002
../data/train/2408975585346139129,0.0002,0.0998,0.1
../data/train/1301568651766409891,0.0007,0.0998,0.1005
../data/train/8615166453602191492,0.0006,0.0998,0.1004
../data/train/5846486896202871998,0.0013,0.0998,0.1012
../data/train/2025098102766235775,0.0003,0.0998,0.1001
../data/train/8443915190215904823,0.0002,0.0998,0.1
../data/train/3100030261539450060,0.0003,0.0998,0.1001
../data/train/3087106457120384369,0.0002,0.0998,0.1
../data/train/1850555126773044958,0.0002,0.0998,0.1
../data/train/7325947937836473592,0.0001,0.0998,0.0999
../data/train/4591508212575724777,0.0002,0.0998,0.1
../data/train/4768448843299725771,0.0013,0.0998,0.1011
../data/train/127527614884703053,0.0003,0.0998,0.1001
../data/train/3345840125771689023,0.0003,0.0998,0.1002
../data/train/9155979547098748557,0.0015,0.0999,0.1014
../data/train/6010196555988121266,0.0004,0.0999,0.1002
../data/train/9166834057606866630,0.0008,0.0999,0.1007
